NAMESPACE                   NAME                                                                  READY   STATUS                        RESTARTS          AGE
networking                  pod/external-dns-unifi-6fb5745878-dxq2p                               0/2     ContainerStatusUnknown        3 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-f5lc6                               0/2     ContainerStatusUnknown        6 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-fbnmq                               0/2     ContainerStatusUnknown        2 (8d ago)        8d
networking                  pod/external-dns-unifi-6fb5745878-fg6tx                               0/2     ContainerStatusUnknown        2 (8d ago)        8d
networking                  pod/external-dns-unifi-6fb5745878-fws88                               0/2     Error                         4                 9d
networking                  pod/external-dns-unifi-6fb5745878-g7ppd                               0/2     Error                         2                 9d
networking                  pod/external-dns-unifi-6fb5745878-gdpx2                               0/2     ContainerStatusUnknown        36 (9d ago)       9d
networking                  pod/external-dns-unifi-6fb5745878-ghshr                               0/2     ContainerStatusUnknown        2 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-gkthl                               0/2     ContainerStatusUnknown        5 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-gr5cj                               0/2     ContainerStatusUnknown        3 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-gzwhn                               0/2     ContainerStatusUnknown        6 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-hph99                               0/2     ContainerStatusUnknown        1 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-j2dh9                               0/2     ContainerStatusUnknown        3 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-j5575                               0/2     ContainerStatusUnknown        1 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-j56bb                               0/2     ContainerStatusUnknown        2 (8d ago)        8d
networking                  pod/external-dns-unifi-6fb5745878-jb4xw                               0/2     ContainerStatusUnknown        1 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-jbtb4                               0/2     ContainerStatusUnknown        5 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-jcbng                               0/2     ContainerStatusUnknown        3 (8d ago)        8d
networking                  pod/external-dns-unifi-6fb5745878-jcvd9                               0/2     Error                         1                 9d
networking                  pod/external-dns-unifi-6fb5745878-kdw4l                               0/2     ContainerStatusUnknown        2 (9d ago)        9d
networking                  pod/external-dns-unifi-6fb5745878-khtbv                               0/2     ContainerStatusUnknown        2 (9d ago)        9d
